gene_id,xen_pep_id,xen_gene_symbol,xen_description
PECUL23A024957,ENSXETP00000075588,CENPW,centromere protein W [Source:HGNC Symbol;Acc:HGNC:21488]
PECUL23A024958,ENSXETP00000115735,clasrp,CLK4-associating serine/arginine rich protein [Source:Xenbase;Acc:XB-GENE-6458768]
PECUL23A024959,ENSXETP00000104769,b2m,beta-2-microglobulin [Source:Xenbase;Acc:XB-GENE-922470]
PECUL23A024961,ENSXETP00000113674,sox1,SRY-box 1 [Source:NCBI gene (formerly Entrezgene);Acc:779569]
PECUL23A024962,ENSXETP00000039678,enpp7-l,ectonucleotide pyrophosphatase/phosphodiesterase family member 7-like [Source:Xenbase;Acc:XB-GENE-12565245]
PECUL23A024964,ENSXETP00000087857,dync2li1,"dynein, cytoplasmic 2, light intermediate chain 1 [Source:Xenbase;Acc:XB-GENE-981659]"
PECUL23A024966,ENSXETP00000107405,,
PECUL23A024970,ENSXETP00000007168,snapc3,small nuclear RNA activating complex polypeptide 3 [Source:Xenbase;Acc:XB-GENE-6257989]
PECUL23A024972,ENSXETP00000074805,pdzrn3,PDZ domain containing ring finger 3 [Source:Xenbase;Acc:XB-GENE-5817964]
PECUL23A024973,ENSXETP00000059252,nfkbid,NFKB inhibitor delta [Source:Xenbase;Acc:XB-GENE-493258]
PECUL23A024975,ENSXETP00000115960,,
PECUL23A024976,ENSXETP00000114470,,
PECUL23A024977,ENSXETP00000113759,MYOD1,myogenic differentiation 1 [Source:HGNC Symbol;Acc:HGNC:7611]
PECUL23A024978,ENSXETP00000068931,zswim8,zinc finger SWIM-type containing 8 [Source:Xenbase;Acc:XB-GENE-1217722]
PECUL23A024979,ENSXETP00000062780,stk25,THAP domain containing 4 [Source:Xenbase;Acc:XB-GENE-967122]
PECUL23A024983,ENSXETP00000109984;ENSXETP00000037268,XB5961956 [provisional];NA,uncharacterized XB5961956 [Source:Xenbase;Acc:XB-GENE-5961957];NA
PECUL23A024986,ENSXETP00000109269,coro1a,"coronin, actin binding protein, 1A [Source:Xenbase;Acc:XB-GENE-6449552]"
PECUL23A024987,ENSXETP00000062698,gnl2,guanine nucleotide binding protein-like 2 (nucleolar) [Source:Xenbase;Acc:XB-GENE-946916]
PECUL23A024989,ENSXETP00000060653,cyp3a5,cytochrome P450 family 3 subfamily A member 5 [Source:Xenbase;Acc:XB-GENE-5821575]
PECUL23A024992,ENSXETP00000083544,prr11,proline rich 11 [Source:Xenbase;Acc:XB-GENE-942986]
PECUL23A024997,ENSXETP00000087664,gadl1,glutamate decarboxylase like 1 [Source:Xenbase;Acc:XB-GENE-5721903]
PECUL23A024999,ENSXETP00000100799,cpeb2,cytoplasmic polyadenylation element binding protein 2 [Source:Xenbase;Acc:XB-GENE-961735]
PECUL23A025005,ENSXETP00000114915,cdh26,cadherin 26 [Source:Xenbase;Acc:XB-GENE-996979]
PECUL23A025006,ENSXETP00000104482,,
PECUL23A025014,ENSXETP00000034517,trip11,thyroid hormone receptor interactor 11 [Source:Xenbase;Acc:XB-GENE-5935911]
PECUL23A025022,ENSXETP00000106356,ndor1,NADPH dependent diflavin oxidoreductase 1 [Source:Xenbase;Acc:XB-GENE-956252]
PECUL23A025023,ENSXETP00000047609,st6galnac6,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 [Source:Xenbase;Acc:XB-GENE-1012034]"
PECUL23A025024,ENSXETP00000103365,,
PECUL23A025031,ENSXETP00000111986,ndufa7,NADH:ubiquinone oxidoreductase subunit A7 [Source:Xenbase;Acc:XB-GENE-1006606]
PECUL23A025033,ENSXETP00000116251,,
PECUL23A025035,ENSXETP00000022519,arl9,ADP ribosylation factor like GTPase 9 [Source:Xenbase;Acc:XB-GENE-5844434]
PECUL23A025036,ENSXETP00000109817,synpr,synaptoporin [Source:Xenbase;Acc:XB-GENE-991508]
PECUL23A025043,ENSXETP00000069713,sod2,superoxide dismutase 2 [Source:Xenbase;Acc:XB-GENE-1000989]
PECUL23A025044,ENSXETP00000115735,clasrp,CLK4-associating serine/arginine rich protein [Source:Xenbase;Acc:XB-GENE-6458768]
PECUL23A025046,ENSXETP00000055218,fkbp1b,FKBP prolyl isomerase 1B [Source:Xenbase;Acc:XB-GENE-944316]
PECUL23A025047,ENSXETP00000103083,,
PECUL23A025048,ENSXETP00000060284,slc66a1l,solute carrier family 66 member 1 like [Source:Xenbase;Acc:XB-GENE-5794175]
PECUL23A025049,ENSXETP00000038743,nob1,NIN1 (RPN12) binding  [Source:Xenbase;Acc:XB-GENE-1016105]
PECUL23A025054,ENSXETP00000018074,enpp3,ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:Xenbase;Acc:XB-GENE-1012338]
PECUL23A025058,ENSXETP00000043147,shroom3,shroom family member 3 [Source:Xenbase;Acc:XB-GENE-490224]
PECUL23A025062,ENSXETP00000116807,mlf2,myeloid leukemia factor 2 [Source:Xenbase;Acc:XB-GENE-491238]
PECUL23A025075,ENSXETP00000068838,hps1,"HPS1, biosis of lysosomal organelles complex 3 subunit 1 [Source:Xenbase;Acc:XB-GENE-977903]"
PECUL23A025078,ENSXETP00000015974,tube1,tubulin epsilon 1 [Source:Xenbase;Acc:XB-GENE-492734]
PECUL23A025082,ENSXETP00000071344,cdca4,cell division cycle associated 4 [Source:Xenbase;Acc:XB-GENE-992111]
PECUL23A025085,ENSXETP00000000998,tmem169,transmembrane protein 169 [Source:Xenbase;Acc:XB-GENE-975223]
PECUL23A025092,ENSXETP00000009609;ENSXETP00000075114,rdh16;inpp5k,retinol dehydrogenase 16 [Source:Xenbase;Acc:XB-GENE-1007896];inositol polyphosphate-5-phosphatase K [Source:Xenbase;Acc:XB-GENE-996350]
PECUL23A025095,ENSXETP00000116040,SIRT3,sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]
PECUL23A025099,ENSXETP00000083617,mta2,metastasis associated 1 family member 2 [Source:Xenbase;Acc:XB-GENE-947630]
PECUL23A025100,ENSXETP00000054549,fam241a,family with sequence similarity 241 member A [Source:Xenbase;Acc:XB-GENE-957311]
PECUL23A025101,ENSXETP00000115744,,
PECUL23A025102,ENSXETP00000106477,,
PECUL23A025103,ENSXETP00000086409,,
PECUL23A025105,ENSXETP00000075041,alms1,"ALMS1, centrosome and basal body associated protein [Source:Xenbase;Acc:XB-GENE-988075]"
PECUL23A025106,ENSXETP00000007825,sorcs3,sortilin-related VPS10 domain containing receptor 3 [Source:Xenbase;Acc:XB-GENE-996343]
PECUL23A025107,ENSXETP00000112637,,
PECUL23A025108,ENSXETP00000068931,zswim8,zinc finger SWIM-type containing 8 [Source:Xenbase;Acc:XB-GENE-1217722]
PECUL23A025110,ENSXETP00000001005,map3k2,mitogen-activated protein kinase kinase kinase 2 [Source:Xenbase;Acc:XB-GENE-969986]
PECUL23A025111,ENSXETP00000032120,tpt1,"tumor protein, translationally-controlled 1 [Source:Xenbase;Acc:XB-GENE-854747]"
PECUL23A025112,ENSXETP00000103365,,
PECUL23A025113,ENSXETP00000029278,gpd1,glycerol-3-phosphate dehydrogenase 1 [Source:Xenbase;Acc:XB-GENE-1003323]
PECUL23A025116,ENSXETP00000118216,,
PECUL23A025130,ENSXETP00000080984;ENSXETP00000005714,svil,supervillin [Source:Xenbase;Acc:XB-GENE-494405]
PECUL23A025161,ENSXETP00000017051,pnlip,IQ motif containing H [Source:Xenbase;Acc:XB-GENE-964401]
PECUL23A025164,ENSXETP00000020181,pdik1l,PDLIM1 interacting kinase 1 like [Source:NCBI gene (formerly Entrezgene);Acc:100145304]
PECUL23A025166,ENSXETP00000085263,msh3,mutS homolog 3 [Source:Xenbase;Acc:XB-GENE-1014070]
PECUL23A025168,ENSXETP00000085735,,
PECUL23A025172,ENSXETP00000005931,rab3gap2,RAB3 GTPase activating non-catalytic protein subunit 2 [Source:Xenbase;Acc:XB-GENE-987874]
PECUL23A025173,ENSXETP00000071536,,
PECUL23A025174,ENSXETP00000103365,,
PECUL23A025175,ENSXETP00000115735,clasrp,CLK4-associating serine/arginine rich protein [Source:Xenbase;Acc:XB-GENE-6458768]
PECUL23A025177,ENSXETP00000013218,ptmap12,prothymosin alpha like [Source:Xenbase;Acc:XB-GENE-5727893]
PECUL23A025179,ENSXETP00000068472,XB5730473 [provisional],uncharacterized XB5730473 [Source:Xenbase;Acc:XB-GENE-5730474]
PECUL23A025180,ENSXETP00000109788,syn1,synapsin I [Source:Xenbase;Acc:XB-GENE-6449731]
PECUL23A025208,ENSXETP00000117986;ENSXETP00000104407;ENSXETP00000113375;ENSXETP00000116365;ENSXETP00000108237,tcf7l2,transcription factor 7 like 2 [Source:Xenbase;Acc:XB-GENE-485975]
PECUL23A025216,ENSXETP00000079755,pphln1,periphilin 1 [Source:Xenbase;Acc:XB-GENE-962555]
PECUL23A025218,ENSXETP00000041240,XB5812047 [provisional:casp7],provisional ortholog of caspase 7 [Source:Xenbase;Acc:XB-GENE-5812048]
PECUL23A025220,ENSXETP00000112772,,
PECUL23A025221,ENSXETP00000104687,,
PECUL23A025222,ENSXETP00000090986,ube2j2,ubiquitin conjugating enzyme E2 J2 [Source:Xenbase;Acc:XB-GENE-956512]
PECUL23A025224,ENSXETP00000036517,umod.3,"uromodulin (uromucoid, Tamm-Horsfall glycoprotein), 3 [Source:Xenbase;Acc:XB-GENE-855715]"
PECUL23A025225,ENSXETP00000119071,,
PECUL23A025226,ENSXETP00000101432,plppr5,phospholipid phosphatase related 5 [Source:Xenbase;Acc:XB-GENE-983941]
PECUL23A025229,ENSXETP00000064574;ENSXETP00000045120,fech,ferrochelatase [Source:Xenbase;Acc:XB-GENE-960754]
PECUL23A025231,ENSXETP00000036002,fam189a1,family with sequence similarity 189 member A1 [Source:Xenbase;Acc:XB-GENE-5873424]
PECUL23A025232,ENSXETP00000012387,krt55,keratin 55 [Source:Xenbase;Acc:XB-GENE-920273]
PECUL23A025233,ENSXETP00000020196,abhd10,abhydrolase domain containing 10 [Source:Xenbase;Acc:XB-GENE-994024]
PECUL23A025234,ENSXETP00000068791,fbxo5,F-box protein 5 [Source:Xenbase;Acc:XB-GENE-953946]
PECUL23A025238,ENSXETP00000068496;ENSXETP00000093398,flot2,flotillin 2 [Source:Xenbase;Acc:XB-GENE-5910825]
PECUL23A025240,ENSXETP00000051885,rsph10b,radial spoke head 10 homolog B (Chlamydomonas) [Source:Xenbase;Acc:XB-GENE-5793212]
PECUL23A025242,,,
PECUL23A025243,ENSXETP00000109309,arhgap35,Rho GTPase activating protein 35 [Source:Xenbase;Acc:XB-GENE-999477]
PECUL23A025244,ENSXETP00000107115,,
PECUL23A025245,ENSXETP00000107932,,
PECUL23A025246,ENSXETP00000037017,lpcat4,lysophosphatidylcholine acyltransferase 4 [Source:Xenbase;Acc:XB-GENE-5731127]
PECUL23A025249,ENSXETP00000033411,snupn,snurportin 1 [Source:Xenbase;Acc:XB-GENE-967845]
PECUL23A025252,ENSXETP00000058697,XB982628 [provisional:prlhr],provisional ortholog of prolactin releasing hormone receptor [Source:Xenbase;Acc:XB-GENE-982629]
PECUL23A025255,ENSXETP00000118445,lyrm4,LYR motif containing 4 [Source:Xenbase;Acc:XB-GENE-944549]
PECUL23A025259,ENSXETP00000045641,cyp2u1,cytochrome P450 family 2 subfamily U member 1 [Source:Xenbase;Acc:XB-GENE-1007290]
PECUL23A025260,ENSXETP00000018480,,
PECUL23A025261,ENSXETP00000080180,,
PECUL23A025262,ENSXETP00000062709,rnf17,ring finger protein 17 [Source:Xenbase;Acc:XB-GENE-990909]
PECUL23A025272,ENSXETP00000066051,,
PECUL23A025274,ENSXETP00000002104,dcaf6,DDB1 and CUL4 associated factor 6 [Source:Xenbase;Acc:XB-GENE-5738809]
PECUL23A025275,ENSXETP00000091664,capza2,capping actin protein of muscle Z-line subunit alpha 2 [Source:Xenbase;Acc:XB-GENE-489168]
PECUL23A025276,ENSXETP00000069506,sbf2,SET binding factor 2 [Source:Xenbase;Acc:XB-GENE-1004468]
PECUL23A025278,ENSXETP00000102882,SORCS1,sortilin related VPS10 domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:16697]
PECUL23A025280,ENSXETP00000086328,epb42,Erythrocyte Membrane Protein Band 4.2 [Source:Xenbase;Acc:XB-GENE-22168629]
PECUL23A025282,ENSXETP00000104671,parva,parvin alpha [Source:Xenbase;Acc:XB-GENE-959785]
PECUL23A025283,ENSXETP00000074704,prpf19,pre-mRNA processing factor 19 [Source:Xenbase;Acc:XB-GENE-975233]
PECUL23A025286,ENSXETP00000068666,trmu,tRNA mitochondrial 2-thiouridylase [Source:Xenbase;Acc:XB-GENE-1010591]
PECUL23A025288,ENSXETP00000022809,slc5a7,"solute carrier family 5 (sodium/choline cotransporter), member 7 [Source:Xenbase;Acc:XB-GENE-961535]"
PECUL23A025296,ENSXETP00000073535;ENSXETP00000091203;ENSXETP00000069277,rufy3;capn8.1,RUN and FYVE domain containing 3 [Source:Xenbase;Acc:XB-GENE-1020955];calpain 8 1 [Source:Xenbase;Acc:XB-GENE-920785]
PECUL23A025300,ENSXETP00000084015,,
PECUL23A025302,ENSXETP00000081986,,
PECUL23A025303,ENSXETP00000090996,mrpl48,mitochondrial ribosomal protein L48 [Source:Xenbase;Acc:XB-GENE-997534]
PECUL23A025304,ENSXETP00000001133,bhmt,betaine--homocysteine S-methyltransferase [Source:Xenbase;Acc:XB-GENE-1008382]
PECUL23A025306,ENSXETP00000071349,,
PECUL23A025314,ENSXETP00000068386,abl2,"ABL proto-onco 2, non-receptor tyrosine kinase [Source:Xenbase;Acc:XB-GENE-6459814]"
PECUL23A025315,ENSXETP00000069406,sema4g,semaphorin 4G [Source:Xenbase;Acc:XB-GENE-856594]
PECUL23A025317,ENSXETP00000038544,ticrr,TOPBP1-interacting checkpoint and replication regulator [Source:Xenbase;Acc:XB-GENE-963895]
PECUL23A025319,ENSXETP00000002116,nuak2,"NUAK family, SNF1-like kinase, 2 [Source:Xenbase;Acc:XB-GENE-5857794]"
PECUL23A025321,ENSXETP00000064278,gnb1,"guanine nucleotide binding protein (G protein), beta polypeptide 1 [Source:Xenbase;Acc:XB-GENE-6076380]"
PECUL23A025322,ENSXETP00000103365,,
PECUL23A025324,ENSXETP00000115797,arsd,arylsulfatase D [Source:Xenbase;Acc:XB-GENE-5874310]
PECUL23A025331,ENSXETP00000116291,septin6,septin 6 [Source:Xenbase;Acc:XB-GENE-958429]
PECUL23A025337,ENSXETP00000092298,eps8l2,EPS8-like 2 [Source:Xenbase;Acc:XB-GENE-990237]
PECUL23A025338,ENSXETP00000106428,,
PECUL23A025340,ENSXETP00000105069,asb13,ankyrin repeat and SOCS box containing 13 [Source:Xenbase;Acc:XB-GENE-5837686]
PECUL23A025355,ENSXETP00000073440;ENSXETP00000006464,iws1,"IWS1, SUPT6H interacting protein [Source:Xenbase;Acc:XB-GENE-6458249]"
PECUL23A025356,ENSXETP00000112495,,
PECUL23A025358,ENSXETP00000039701;ENSXETP00000063420,dck.2;gtf3c1,"deoxycytidine kinase, 2 [Source:Xenbase;Acc:XB-GENE-5727742];ral transcription factor IIIC subunit 1 [Source:Xenbase;Acc:XB-GENE-5913390]"
PECUL23A025359,ENSXETP00000106367,,
PECUL23A025361,ENSXETP00000012751,ctns,"cystinosin, lysosomal cystine transporter [Source:Xenbase;Acc:XB-GENE-1006266]"
PECUL23A025362,ENSXETP00000110873,,
PECUL23A025367,ENSXETP00000024915,ripk1,receptor interacting serine/threonine kinase 1 [Source:Xenbase;Acc:XB-GENE-1012365]
PECUL23A025369,ENSXETP00000100897,neto1,neuropilin and tolloid like 1 [Source:Xenbase;Acc:XB-GENE-1013796]
PECUL23A025370,ENSXETP00000037777,dnaaf10,dynein axonemal assembly factor 10 [Source:Xenbase;Acc:XB-GENE-980477]
PECUL23A025371,ENSXETP00000039413,ppil3,peptidylprolyl isomerase like 3 [Source:Xenbase;Acc:XB-GENE-957807]
PECUL23A025373,ENSXETP00000113822,,
PECUL23A025375,ENSXETP00000107574,,
PECUL23A025376,ENSXETP00000114997,nkapd1,NKAP domain containing 1 [Source:Xenbase;Acc:XB-GENE-5787165]
PECUL23A025377,ENSXETP00000068629,spata5,spermatosis associated 5 [Source:Xenbase;Acc:XB-GENE-6054426]
PECUL23A025379,ENSXETP00000017772,cfap45,cilia and flagella associated protein 45 [Source:Xenbase;Acc:XB-GENE-955093]
PECUL23A025380,ENSXETP00000007674,snrpb2,small nuclear ribonucleoprotein polypeptide B [Source:Xenbase;Acc:XB-GENE-1010457]
PECUL23A025381,ENSXETP00000073802,pitpnm3,PITPNM family member 3 [Source:Xenbase;Acc:XB-GENE-983510]
PECUL23A025382,ENSXETP00000089366,dclre1c,DNA cross-link repair 1C [Source:Xenbase;Acc:XB-GENE-952753]
PECUL23A025383,ENSXETP00000068931,zswim8,zinc finger SWIM-type containing 8 [Source:Xenbase;Acc:XB-GENE-1217722]
PECUL23A025385,ENSXETP00000010307,hsd17b7,hydroxysteroid (17-beta) dehydrogenase 7 [Source:Xenbase;Acc:XB-GENE-976825]
PECUL23A025387,ENSXETP00000009389,tom1l1,target of myb1 like 1 membrane trafficking protein [Source:Xenbase;Acc:XB-GENE-494135]
PECUL23A025388,ENSXETP00000037268,,
PECUL23A025397,ENSXETP00000119284,,
PECUL23A025398,ENSXETP00000105829,,
PECUL23A025399,ENSXETP00000104942,adgrf1,adhesion G protein-coupled receptor F1 [Source:Xenbase;Acc:XB-GENE-6468452]
PECUL23A025403,ENSXETP00000110873,,
PECUL23A025404,ENSXETP00000069506,sbf2,SET binding factor 2 [Source:Xenbase;Acc:XB-GENE-1004468]
PECUL23A025405,ENSXETP00000060127,gng3,"guanine nucleotide binding protein (G protein), gamma 3 [Source:Xenbase;Acc:XB-GENE-968597]"
PECUL23A025406,ENSXETP00000106477,,
PECUL23A025414,ENSXETP00000094067,cmip,c-Maf inducing protein [Source:Xenbase;Acc:XB-GENE-5766063]
PECUL23A025416,ENSXETP00000117150,cyp2a6.4,cytochrome P450 family 2 subfamily A member 6 6 [Source:Xenbase;Acc:XB-GENE-5960546]
PECUL23A025419,ENSXETP00000104206,,
PECUL23A025423,ENSXETP00000007982,,
PECUL23A025424,ENSXETP00000083691,,
PECUL23A025425,ENSXETP00000113022,,
PECUL23A025426,ENSXETP00000070399,grb10,growth factor receptor bound protein 10 [Source:Xenbase;Acc:XB-GENE-485564]
PECUL23A025427,ENSXETP00000067036,mybpc3,myosin binding protein C3 [Source:Xenbase;Acc:XB-GENE-479643]
PECUL23A025436,ENSXETP00000025069;ENSXETP00000064640,pcbp3,poly(rC) binding protein 3 [Source:Xenbase;Acc:XB-GENE-944665]
PECUL23A025438,ENSXETP00000112637,,
PECUL23A025439,ENSXETP00000112683,gba2,"glucosidase, beta (bile acid) 2 [Source:Xenbase;Acc:XB-GENE-5799150]"
PECUL23A025442,ENSXETP00000074636,susd2,sushi domain containing 2 [Source:Xenbase;Acc:XB-GENE-5887491]
PECUL23A025443,ENSXETP00000093174,eif4g3,"eukaryotic translation initiation factor 4 gamma, 3 [Source:Xenbase;Acc:XB-GENE-1010293]"
PECUL23A025445,ENSXETP00000041790,stk16,serine/threonine kinase 16 [Source:Xenbase;Acc:XB-GENE-971765]
PECUL23A025448,ENSXETP00000104010,,
PECUL23A025451,ENSXETP00000104788,cdhr5,cadherin related family member 5 [Source:Xenbase;Acc:XB-GENE-6460149]
PECUL23A025452,ENSXETP00000100371,dnajc1,DnaJ heat shock protein family (Hsp40) member C1 [Source:Xenbase;Acc:XB-GENE-950431]
PECUL23A025453,ENSXETP00000106477,,
PECUL23A025454,ENSXETP00000092009,,
PECUL23A025455,ENSXETP00000100483,,
PECUL23A025459,ENSXETP00000007376,pih1d1,PIH1 domain containing 1 [Source:Xenbase;Acc:XB-GENE-1013257]
PECUL23A025460,ENSXETP00000110873,,
PECUL23A025462,ENSXETP00000059216,gpatch3,G-patch domain containing 3 [Source:Xenbase;Acc:XB-GENE-1011708]
PECUL23A025466,ENSXETP00000045602,c1qtnf3,C1q and TNF related 3 [Source:Xenbase;Acc:XB-GENE-962278]
PECUL23A025470,ENSXETP00000114632,upk1a,uroplakin 1A [Source:Xenbase;Acc:XB-GENE-5940083]
PECUL23A025471,ENSXETP00000096886,kdr,kinase insert domain receptor [Source:Xenbase;Acc:XB-GENE-6053213]
PECUL23A025478,ENSXETP00000076030,nmt2,N-myristoyltransferase 2 [Source:Xenbase;Acc:XB-GENE-946333]
PECUL23A025480,ENSXETP00000015731,fam193b,family with sequence similarity 193 member B [Source:Xenbase;Acc:XB-GENE-989199]
PECUL23A025483,ENSXETP00000043668,agbl3,AGBL carboxypeptidase 3 [Source:Xenbase;Acc:XB-GENE-995570]
PECUL23A025487,ENSXETP00000081915,,
PECUL23A025489,ENSXETP00000091866,pcsk5,proprotein convertase subtilisin/kexin type 5 [Source:Xenbase;Acc:XB-GENE-959596]
PECUL23A025494,ENSXETP00000004033,tubgcp3,tubulin gamma complex associated protein 3 [Source:Xenbase;Acc:XB-GENE-490983]
PECUL23A025496,ENSXETP00000048965,kcnk12,"potassium channel, two pore domain subfamily K, member 12 [Source:Xenbase;Acc:XB-GENE-1012003]"
PECUL23A025499,ENSXETP00000080980,pcdh15,protocadherin-related 15 [Source:Xenbase;Acc:XB-GENE-986760]
PECUL23A025500,ENSXETP00000063002,slc22a8,"solute carrier family 22 (organic anion transporter), member 6 [Source:Xenbase;Acc:XB-GENE-5842250]"
PECUL23A025503,ENSXETP00000085720,tmem263,transmembrane protein 263 [Source:Xenbase;Acc:XB-GENE-6455845]
PECUL23A025505,ENSXETP00000114725,smug1,single-strand-selective monofunctional uracil-DNA glycosylase 1 [Source:Xenbase;Acc:XB-GENE-953121]
PECUL23A025507,ENSXETP00000015279,ywhaq,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:Xenbase;Acc:XB-GENE-946182]
PECUL23A025508,ENSXETP00000114800,,
PECUL23A025511,ENSXETP00000053069,rbm24,RNA binding motif protein 24 [Source:Xenbase;Acc:XB-GENE-493647]
PECUL23A025513,ENSXETP00000116144,XB5846730 [provisional:nnmt],provisional ortholog of nicotinamide N-methyltransferase [Source:Xenbase;Acc:XB-GENE-5846731]
PECUL23A025524,ENSXETP00000113662;ENSXETP00000114617;ENSXETP00000102934,spen,spen family transcriptional repressor [Source:Xenbase;Acc:XB-GENE-493786]
PECUL23A025525,ENSXETP00000080984,svil,supervillin [Source:Xenbase;Acc:XB-GENE-494405]
PECUL23A025528,ENSXETP00000044049,krt59,keratin 59 [Source:Xenbase;Acc:XB-GENE-876286]
PECUL23A025529,ENSXETP00000038345,ufc1,ubiquitin-fold modifier conjugating enzyme 1 [Source:Xenbase;Acc:XB-GENE-1010019]
PECUL23A025530,ENSXETP00000079853,dgke,diacylglycerol kinase epsilon [Source:Xenbase;Acc:XB-GENE-990685]
PECUL23A025531,ENSXETP00000111066,diras2,DIRAS family GTP binding RAS like 2 [Source:Xenbase;Acc:XB-GENE-485682]
PECUL23A025532,ENSXETP00000072960,scube2,"signal peptide, CUB domain, EGF-like 2 [Source:Xenbase;Acc:XB-GENE-5945055]"
PECUL23A025540,ENSXETP00000085663,otogl2,otogelin-like 2 [Source:Xenbase;Acc:XB-GENE-6035211]
PECUL23A025541,ENSXETP00000003421,slc9a9,"solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9 [Source:Xenbase;Acc:XB-GENE-6045417]"
PECUL23A025542,,,
PECUL23A025546,ENSXETP00000113723,wac,WW domain containing adaptor with coiled-coil [Source:Xenbase;Acc:XB-GENE-6258902]
PECUL23A025547,ENSXETP00000068241,,
PECUL23A025549,ENSXETP00000058423,hhipl1,HHIP like 1 [Source:Xenbase;Acc:XB-GENE-484305]
PECUL23A025551,ENSXETP00000091309,matk,megakaryocyte-associated tyrosine kinase [Source:Xenbase;Acc:XB-GENE-485237]
PECUL23A025553,ENSXETP00000070463,eml3,echinoderm microtubule associated protein like 3 [Source:Xenbase;Acc:XB-GENE-6046288]
PECUL23A025556,ENSXETP00000072902,tgfbi,transforming growth factor beta induced [Source:Xenbase;Acc:XB-GENE-5751247]
PECUL23A025557,ENSXETP00000118273,ccnp,cyclin P [Source:Xenbase;Acc:XB-GENE-5820275]
PECUL23A025558,ENSXETP00000061822,rtn4,reticulon 4 [Source:Xenbase;Acc:XB-GENE-1012585]
PECUL23A025560,ENSXETP00000076843,tut4,terminal uridylyl transferase 4 [Source:Xenbase;Acc:XB-GENE-1217309]
PECUL23A025561,ENSXETP00000119452,,
PECUL23A025562,ENSXETP00000090730,pip4k2a,"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha [Source:Xenbase;Acc:XB-GENE-962635]"
PECUL23A025563,ENSXETP00000098287,slc38a1,solute carrier family 38 member 1 [Source:Xenbase;Acc:XB-GENE-6459507]
PECUL23A025564,ENSXETP00000002065,sel1l3,sel-1 suppressor of lin-12-like 3 [Source:Xenbase;Acc:XB-GENE-5891026]
PECUL23A025567,ENSXETP00000058262,fam124b,family with sequence similarity 124 member B [Source:Xenbase;Acc:XB-GENE-1009185]
PECUL23A025568,ENSXETP00000015147,,
PECUL23A025569,ENSXETP00000084245,XB5907626 [provisional:fabp1],provisional ortholog of fatty acid binding protein 1 [Source:Xenbase;Acc:XB-GENE-5907627]
